sheet_entry_KEY,update__staff_KEY,staff_KEY,staff__staff_id,staff__staff_id_sortable,staff__description,sheet_date,approved__staff_KEY,approved__staff_id,approved__staff_id_sortable,approved__description,approved_date,posted__staff_KEY,posted__staff_id,posted__staff_id_sortable,posted__description,posted_date,client_KEY,client__client_id,client__client_id_sortable,client__description,client__office_KEY,historical_client_partner__staff_KEY,client__manager__staff_KEY,client__associate__staff_KEY,engagement_KEY,engagement__description,engagement__client_KEY,engagement__engagement_template_KEY,engagement__engagement_template__engagement_template_id,engagement__engagement_template__engagement_template_id_sortable,engagement__engagement_type_KEY,engagement__office_KEY,engagement__biller__staff_KEY,engagement__reviewer__staff_KEY,engagement__manager__staff_KEY,activity_KEY,activity__activity_id,activity__activity_id_sortable,activity__description,activity__activity_category_KEY,activity__activity_class_KEY,activity__activity_status_KEY,activity__billing_rate_type_KEY,activity__rate_type_KEY,activity__activity_method_KEY,activity__activity_surcharge_method_KEY,entry_date,staff_billing_rate_KEY,staff_billing_rate__staff_rate_table_KEY,staff_billing_rate__billing_rate_type_KEY,units,unit_cost,unit_price,amount,comment,biller_note,complete,sheet_entry_type_KEY,sheet_entry_type__description,billed,open_date,live_open_amount,live_open_units,posted_open_amount,posted_open_units,timer_KEY,timer_start_utc,billing_rate_type__description,project__schedule_item_KEY,project_KEY,project_template__project_template_id,project_template__project_template_id_sortable,project__description,task__schedule_item_KEY,task_KEY,task__task_order_description,education_course__schedule_item_KEY,calculated_amount,amount_is_overridden,sheet_entry_has_links,sheet_entry_has_custom_values,integration_application_KEY,integration_application__description,table_information_KEY,constant_1,constant_2,constant_3,constant_4,constant_5,constant_6,constant_7,constant_8,constant_9,constant_10
5142,35,35,4948JM,Z00000004948JM                            g,"Morrow, Jaydon",03/11/2022,35,4948JM,Z00000004948JM                            g,"Morrow, Jaydon",03/11/2022,35,4948JM,Z00000004948JM                            g,"Morrow, Jaydon",03/11/2022,2,35062011000,35062011000                              `,UnityVault Bank,1,84,87,6,13,Taxation,2,TAX,TAX,TAX,4,1,87,84,87,39,PREPARE,PREPARE,Preparation,1,1,1,1,1,1,1,03/11/2022,9628,9476,1,0.33,0,100,33,,,TRUE,1,Standard,TRUE,01/01/2079,0,0,0,0,,,Fixed Rate,724084,106,1040,1040,Taxation,724085,272,,,33,FALSE,FALSE,FALSE,1,Practice CS,120,1,2,3,4,5,6,7,8,9,10
5143,36,36,4192LR,Z00000004192LR                            g,"Robertson, Lula",03/29/2022,36,4192LR,Z00000004192LR                            g,"Robertson, Lula",03/29/2022,36,4192LR,Z00000004192LR                            g,"Robertson, Lula",03/29/2022,1,38684554500,38684554500                              `,LedgerLogic Accounting,1,94,94,6,76,Taxation,1,TAX,TAX,TAX,4,1,94,94,94,39,PREPARE,PREPARE,Preparation,1,1,1,1,1,1,1,03/29/2022,3877,6317,1,0.85,0,120,102,,,TRUE,1,Standard,TRUE,01/01/2079,0,0,0,0,,,Fixed Rate,724592,120,1040,1040,Taxation,724593,145,,,102,FALSE,FALSE,FALSE,1,Practice CS,120,1,2,3,4,5,6,7,8,9,10
5144,36,36,4192LR,Z00000004192LR                            g,"Robertson, Lula",03/31/2022,36,4192LR,Z00000004192LR                            g,"Robertson, Lula",04/01/2022,36,4192LR,Z00000004192LR                            g,"Robertson, Lula",04/01/2022,1,38684554500,38684554500                              `,LedgerLogic Accounting,1,94,94,6,76,Taxation,1,TAX,TAX,TAX,4,1,94,94,94,39,PREPARE,PREPARE,Preparation,1,1,1,1,1,1,1,03/31/2022,4504,4142,1,2.35,0,120,282,,,TRUE,1,Standard,TRUE,01/01/2079,0,0,0,0,,,Fixed Rate,724592,120,1040,1040,Taxation,724593,145,,,282,FALSE,FALSE,FALSE,1,Practice CS,120,1,2,3,4,5,6,7,8,9,10
5145,129,129,4989MW,Z00000004989MW                            g,"Weaver, Mathew",10/15/2022,129,4989MW,Z00000004989MW                            g,"Weaver, Mathew",10/15/2022,129,4989MW,Z00000004989MW                            g,"Weaver, Mathew",10/15/2022,3,35909826000,35909826000                              `,SeedlingSuccess Agritech,1,84,87,6,14,Taxation,3,TAX,TAX,TAX,4,1,87,84,87,39,PREPARE,PREPARE,Preparation,1,1,1,1,1,1,1,10/15/2022,5087,9552,1,1.5,0,100,150,,,TRUE,1,Standard,TRUE,01/01/2079,0,0,0,0,,,Fixed Rate,724080,119,1040,1040,Taxation,724081,271,,,150,FALSE,FALSE,FALSE,1,Practice CS,120,1,2,3,4,5,6,7,8,9,10
5146,129,129,4989MW,Z00000004989MW                            g,"Weaver, Mathew",01/31/2022,129,4989MW,Z00000004989MW                            g,"Weaver, Mathew",01/31/2022,129,4989MW,Z00000004989MW                            g,"Weaver, Mathew",01/31/2022,19,26265427500,26265427500                              `,BrightHorizon Enterprises,1,84,87,89,10,Taxation,19,TAX,TAX,TAX,4,1,87,84,87,39,PREPARE,PREPARE,Preparation,1,1,1,1,1,1,1,01/31/2022,7194,3961,1,8,0,100,800,,,TRUE,1,Standard,TRUE,01/01/2079,0,0,0,0,,,Fixed Rate,732136,210,1120S,1120S,Taxation,732137,160,,,800,FALSE,FALSE,FALSE,1,Practice CS,120,1,2,3,4,5,6,7,8,9,10
5147,129,129,4989MW,Z00000004989MW                            g,"Weaver, Mathew",10/19/2022,129,4989MW,Z00000004989MW                            g,"Weaver, Mathew",10/19/2022,129,4989MW,Z00000004989MW                            g,"Weaver, Mathew",10/19/2022,14,29405385000,29405385000                              `,VistaVogue Outlets,1,87,136,46,96,Taxation,14,TAX,TAX,TAX,4,1,136,87,136,39,PREPARE,PREPARE,Preparation,1,1,1,1,1,1,1,10/19/2022,6146,3783,1,0.5,0,100,50,,,TRUE,1,Standard,TRUE,01/01/2079,0,0,0,0,,,Fixed Rate,779575,89,TAXAMENDTR,TAXAMENDTR,Taxation,779576,524,,,50,FALSE,FALSE,FALSE,1,Practice CS,120,1,2,3,4,5,6,7,8,9,10
5148,132,132,2873AP,Z00000002873AP                            g,"Phillips, Amanda",05/15/2023,132,2873AP,Z00000002873AP                            g,"Phillips, Amanda",05/22/2023,132,2873AP,Z00000002873AP                            g,"Phillips, Amanda",05/22/2023,14,29405385000,29405385000                              `,VistaVogue Outlets,1,87,136,46,97,Payroll,14,PAYROLL,PAYROLL,PAYROLL,3,1,95,95,95,39,PREPARE,PREPARE,Preparation,1,1,1,1,1,1,1,05/15/2023,9020,6869,1,0.33,0,110,36.3,,,TRUE,1,Standard,TRUE,01/01/2079,0,0,0,0,,,Fixed Rate,835192,60,VPPAYROLL,VPPAYROLL,Payroll,835193,439,,,36.3,FALSE,FALSE,FALSE,1,Practice CS,120,1,2,3,4,5,6,7,8,9,10
5149,38,38,4731SC,Z00000004731SC                            g,"Connolly, Stacey",02/14/2022,38,4731SC,Z00000004731SC                            g,"Connolly, Stacey",02/14/2022,38,4731SC,Z00000004731SC                            g,"Connolly, Stacey",02/14/2022,14,29405385000,29405385000                              `,VistaVogue Outlets,1,87,136,46,96,Taxation,14,TAX,TAX,TAX,4,1,136,87,136,39,PREPARE,PREPARE,Preparation,1,1,1,1,1,1,1,02/14/2022,6880,9190,1,6.59,0,100,659,,,TRUE,1,Standard,TRUE,01/01/2079,0,0,0,0,,,Fixed Rate,711305,258,1065,1065,Taxation,711306,328,,,659,FALSE,FALSE,FALSE,1,Practice CS,120,1,2,3,4,5,6,7,8,9,10
5150,38,38,4731SC,Z00000004731SC                            g,"Connolly, Stacey",02/17/2022,38,4731SC,Z00000004731SC                            g,"Connolly, Stacey",02/17/2022,38,4731SC,Z00000004731SC                            g,"Connolly, Stacey",02/17/2022,14,29405385000,29405385000                              `,VistaVogue Outlets,1,87,136,46,96,Taxation,14,TAX,TAX,TAX,4,1,136,87,136,39,PREPARE,PREPARE,Preparation,1,1,1,1,1,1,1,02/17/2022,6894,6708,1,5.51,0,100,551,,,TRUE,1,Standard,TRUE,01/01/2079,0,0,0,0,,,Fixed Rate,711305,258,1065,1065,Taxation,711306,328,,,551,FALSE,FALSE,FALSE,1,Practice CS,120,1,2,3,4,5,6,7,8,9,10
5151,38,38,4731SC,Z00000004731SC                            g,"Connolly, Stacey",02/16/2022,38,4731SC,Z00000004731SC                            g,"Connolly, Stacey",02/16/2022,38,4731SC,Z00000004731SC                            g,"Connolly, Stacey",02/16/2022,14,29405385000,29405385000                              `,VistaVogue Outlets,1,87,136,46,96,Taxation,14,TAX,TAX,TAX,4,1,136,87,136,39,PREPARE,PREPARE,Preparation,1,1,1,1,1,1,1,02/16/2022,8925,3966,1,1,0,100,100,,,TRUE,1,Standard,TRUE,01/01/2079,0,0,0,0,,,Fixed Rate,711305,258,1065,1065,Taxation,711306,328,,,100,FALSE,FALSE,FALSE,1,Practice CS,120,1,2,3,4,5,6,7,8,9,10
5152,38,38,4731SC,Z00000004731SC                            g,"Connolly, Stacey",02/15/2022,38,4731SC,Z00000004731SC                            g,"Connolly, Stacey",02/15/2022,38,4731SC,Z00000004731SC                            g,"Connolly, Stacey",02/15/2022,14,29405385000,29405385000                              `,VistaVogue Outlets,1,87,136,46,96,Taxation,14,TAX,TAX,TAX,4,1,136,87,136,39,PREPARE,PREPARE,Preparation,1,1,1,1,1,1,1,02/15/2022,8083,6890,1,2.57,0,100,257,,,TRUE,1,Standard,TRUE,01/01/2079,0,0,0,0,,,Fixed Rate,711305,258,1065,1065,Taxation,711306,328,,,257,FALSE,FALSE,FALSE,1,Practice CS,120,1,2,3,4,5,6,7,8,9,10
5153,91,91,2755GH,Z00000002755GH                            g,"Hatfield, George",05/02/2022,91,2755GH,Z00000002755GH                            g,"Hatfield, George",05/05/2022,91,2755GH,Z00000002755GH                            g,"Hatfield, George",05/05/2022,13,28361139000,28361139000                              `,PrimePulse Accountancy,1,71,137,6,36,Taxation,13,TAX,TAX,TAX,4,1,137,71,137,39,PREPARE,PREPARE,Preparation,1,1,1,1,1,1,1,05/02/2022,8339,2467,1,0.9,0,175,157.5,,,TRUE,1,Standard,TRUE,01/01/2079,0,0,0,0,,,Fixed Rate,6796,13,1040,1040,Taxation,6797,122,,,157.5,FALSE,FALSE,FALSE,1,Practice CS,120,1,2,3,4,5,6,7,8,9,10
5154,136,136,4219LH,Z00000004219LH                            g,"Harrison, Lennox",02/22/2023,136,4219LH,Z00000004219LH                            g,"Harrison, Lennox",02/22/2023,136,4219LH,Z00000004219LH                            g,"Harrison, Lennox",02/22/2023,6,30923067000,30923067000                              `,MarketMingle Stores,1,84,87,6,16,Taxation,6,TAX,TAX,TAX,4,1,87,84,87,39,PREPARE,PREPARE,Preparation,1,1,1,1,1,1,1,02/22/2023,6212,4621,1,1.75,0,150,262.5,,,TRUE,1,Standard,TRUE,01/01/2079,0,0,0,0,,,Fixed Rate,800154,46,1120S,1120S,Taxation,800155,513,,,262.5,FALSE,FALSE,FALSE,1,Practice CS,120,1,2,3,4,5,6,7,8,9,10
5155,136,136,4219LH,Z00000004219LH                            g,"Harrison, Lennox",02/06/2023,136,4219LH,Z00000004219LH                            g,"Harrison, Lennox",02/06/2023,136,4219LH,Z00000004219LH                            g,"Harrison, Lennox",02/06/2023,6,30923067000,30923067000                              `,MarketMingle Stores,1,84,87,6,16,Taxation,6,TAX,TAX,TAX,4,1,87,84,87,39,PREPARE,PREPARE,Preparation,1,1,1,1,1,1,1,02/06/2023,6607,6858,1,0.17,0,150,25.5,,,TRUE,1,Standard,TRUE,01/01/2079,0,0,0,0,,,Fixed Rate,800154,46,1120S,1120S,Taxation,800155,513,,,25.5,FALSE,FALSE,FALSE,1,Practice CS,120,1,2,3,4,5,6,7,8,9,10
5156,136,136,4219LH,Z00000004219LH                            g,"Harrison, Lennox",02/28/2023,136,4219LH,Z00000004219LH                            g,"Harrison, Lennox",02/28/2023,136,4219LH,Z00000004219LH                            g,"Harrison, Lennox",02/28/2023,6,30923067000,30923067000                              `,MarketMingle Stores,1,84,87,6,16,Taxation,6,TAX,TAX,TAX,4,1,87,84,87,39,PREPARE,PREPARE,Preparation,1,1,1,1,1,1,1,02/28/2023,8864,9409,1,0.42,0,150,63,,,TRUE,1,Standard,TRUE,01/01/2079,0,0,0,0,,,Fixed Rate,800154,46,1120S,1120S,Taxation,800155,513,,,63,FALSE,FALSE,FALSE,1,Practice CS,120,1,2,3,4,5,6,7,8,9,10
5157,136,136,4219LH,Z00000004219LH                            g,"Harrison, Lennox",01/31/2023,136,4219LH,Z00000004219LH                            g,"Harrison, Lennox",01/31/2023,136,4219LH,Z00000004219LH                            g,"Harrison, Lennox",01/31/2023,6,30923067000,30923067000                              `,MarketMingle Stores,1,84,87,6,16,Taxation,6,TAX,TAX,TAX,4,1,87,84,87,39,PREPARE,PREPARE,Preparation,1,1,1,1,1,1,1,01/31/2023,3634,2744,1,1.33,0,150,199.5,,,TRUE,1,Standard,TRUE,01/01/2079,0,0,0,0,,,Fixed Rate,800154,46,1120S,1120S,Taxation,800155,513,,,199.5,FALSE,FALSE,FALSE,1,Practice CS,120,1,2,3,4,5,6,7,8,9,10
5158,136,136,4219LH,Z00000004219LH                            g,"Harrison, Lennox",02/01/2023,136,4219LH,Z00000004219LH                            g,"Harrison, Lennox",02/01/2023,136,4219LH,Z00000004219LH                            g,"Harrison, Lennox",02/01/2023,6,30923067000,30923067000                              `,MarketMingle Stores,1,84,87,6,16,Taxation,6,TAX,TAX,TAX,4,1,87,84,87,39,PREPARE,PREPARE,Preparation,1,1,1,1,1,1,1,02/01/2023,6912,9700,1,0.17,0,150,25.5,,,TRUE,1,Standard,TRUE,01/01/2079,0,0,0,0,,,Fixed Rate,800154,46,1120S,1120S,Taxation,800155,513,,,25.5,FALSE,FALSE,FALSE,1,Practice CS,120,1,2,3,4,5,6,7,8,9,10
5159,136,136,4219LH,Z00000004219LH                            g,"Harrison, Lennox",02/02/2023,136,4219LH,Z00000004219LH                            g,"Harrison, Lennox",02/02/2023,136,4219LH,Z00000004219LH                            g,"Harrison, Lennox",02/02/2023,6,30923067000,30923067000                              `,MarketMingle Stores,1,84,87,6,16,Taxation,6,TAX,TAX,TAX,4,1,87,84,87,39,PREPARE,PREPARE,Preparation,1,1,1,1,1,1,1,02/02/2023,9594,5589,1,2,0,150,300,,,TRUE,1,Standard,TRUE,01/01/2079,0,0,0,0,,,Fixed Rate,800154,46,1120S,1120S,Taxation,800155,513,,,300,FALSE,FALSE,FALSE,1,Practice CS,120,1,2,3,4,5,6,7,8,9,10
5160,136,136,4219LH,Z00000004219LH                            g,"Harrison, Lennox",02/01/2023,136,4219LH,Z00000004219LH                            g,"Harrison, Lennox",02/01/2023,136,4219LH,Z00000004219LH                            g,"Harrison, Lennox",02/01/2023,7,23887591500,23887591500                              `,HarvestHive AgriBusiness,1,84,87,6,17,Taxation,7,TAX,TAX,TAX,4,1,87,84,87,39,PREPARE,PREPARE,Preparation,1,1,1,1,1,1,1,02/01/2023,9017,3168,1,0.33,0,150,49.5,,,TRUE,1,Standard,TRUE,01/01/2079,0,0,0,0,,,Fixed Rate,799914,45,1120S,1120S,Taxation,799915,646,,,49.5,FALSE,FALSE,FALSE,1,Practice CS,120,1,2,3,4,5,6,7,8,9,10
5161,136,136,4219LH,Z00000004219LH                            g,"Harrison, Lennox",01/31/2023,136,4219LH,Z00000004219LH                            g,"Harrison, Lennox",01/31/2023,136,4219LH,Z00000004219LH                            g,"Harrison, Lennox",01/31/2023,7,23887591500,23887591500                              `,HarvestHive AgriBusiness,1,84,87,6,17,Taxation,7,TAX,TAX,TAX,4,1,87,84,87,39,PREPARE,PREPARE,Preparation,1,1,1,1,1,1,1,01/31/2023,5667,9316,1,2,0,150,300,,,TRUE,1,Standard,TRUE,01/01/2079,0,0,0,0,,,Fixed Rate,799914,45,1120S,1120S,Taxation,799915,646,,,300,FALSE,FALSE,FALSE,1,Practice CS,120,1,2,3,4,5,6,7,8,9,10
5162,136,136,4219LH,Z00000004219LH                            g,"Harrison, Lennox",02/02/2023,136,4219LH,Z00000004219LH                            g,"Harrison, Lennox",02/02/2023,136,4219LH,Z00000004219LH                            g,"Harrison, Lennox",02/02/2023,7,23887591500,23887591500                              `,HarvestHive AgriBusiness,1,84,87,6,17,Taxation,7,TAX,TAX,TAX,4,1,87,84,87,39,PREPARE,PREPARE,Preparation,1,1,1,1,1,1,1,02/02/2023,8270,9381,1,1.25,0,150,187.5,,,TRUE,1,Standard,TRUE,01/01/2079,0,0,0,0,,,Fixed Rate,799914,45,1120S,1120S,Taxation,799915,646,,,187.5,FALSE,FALSE,FALSE,1,Practice CS,120,1,2,3,4,5,6,7,8,9,10
5163,136,136,4219LH,Z00000004219LH                            g,"Harrison, Lennox",02/28/2023,136,4219LH,Z00000004219LH                            g,"Harrison, Lennox",02/28/2023,136,4219LH,Z00000004219LH                            g,"Harrison, Lennox",02/28/2023,7,23887591500,23887591500                              `,HarvestHive AgriBusiness,1,84,87,6,17,Taxation,7,TAX,TAX,TAX,4,1,87,84,87,39,PREPARE,PREPARE,Preparation,1,1,1,1,1,1,1,02/28/2023,2756,2319,1,0.25,0,150,37.5,,,TRUE,1,Standard,TRUE,01/01/2079,0,0,0,0,,,Fixed Rate,799914,45,1120S,1120S,Taxation,799915,646,,,37.5,FALSE,FALSE,FALSE,1,Practice CS,120,1,2,3,4,5,6,7,8,9,10
5164,136,136,4219LH,Z00000004219LH                            g,"Harrison, Lennox",02/06/2023,136,4219LH,Z00000004219LH                            g,"Harrison, Lennox",02/06/2023,136,4219LH,Z00000004219LH                            g,"Harrison, Lennox",02/06/2023,7,23887591500,23887591500                              `,HarvestHive AgriBusiness,1,84,87,6,17,Taxation,7,TAX,TAX,TAX,4,1,87,84,87,39,PREPARE,PREPARE,Preparation,1,1,1,1,1,1,1,02/06/2023,9683,8225,1,0.17,0,150,25.5,,,TRUE,1,Standard,TRUE,01/01/2079,0,0,0,0,,,Fixed Rate,799914,45,1120S,1120S,Taxation,799915,646,,,25.5,FALSE,FALSE,FALSE,1,Practice CS,120,1,2,3,4,5,6,7,8,9,10
5165,136,136,4219LH,Z00000004219LH                            g,"Harrison, Lennox",02/14/2023,136,4219LH,Z00000004219LH                            g,"Harrison, Lennox",02/14/2023,136,4219LH,Z00000004219LH                            g,"Harrison, Lennox",02/14/2023,7,23887591500,23887591500                              `,HarvestHive AgriBusiness,1,84,87,6,17,Taxation,7,TAX,TAX,TAX,4,1,87,84,87,39,PREPARE,PREPARE,Preparation,1,1,1,1,1,1,1,02/14/2023,4392,7111,1,0.08,0,150,12,,,TRUE,1,Standard,TRUE,01/01/2079,0,0,0,0,,,Fixed Rate,799914,45,1120S,1120S,Taxation,799915,646,,,12,FALSE,FALSE,FALSE,1,Practice CS,120,1,2,3,4,5,6,7,8,9,10
5166,136,136,4219LH,Z00000004219LH                            g,"Harrison, Lennox",02/15/2023,136,4219LH,Z00000004219LH                            g,"Harrison, Lennox",02/15/2023,136,4219LH,Z00000004219LH                            g,"Harrison, Lennox",02/15/2023,7,23887591500,23887591500                              `,HarvestHive AgriBusiness,1,84,87,6,17,Taxation,7,TAX,TAX,TAX,4,1,87,84,87,39,PREPARE,PREPARE,Preparation,1,1,1,1,1,1,1,02/15/2023,8796,3795,1,0.83,0,150,124.5,,,TRUE,1,Standard,TRUE,01/01/2079,0,0,0,0,,,Fixed Rate,799914,45,1120S,1120S,Taxation,799915,646,,,124.5,FALSE,FALSE,FALSE,1,Practice CS,120,1,2,3,4,5,6,7,8,9,10
5167,136,136,4219LH,Z00000004219LH                            g,"Harrison, Lennox",02/22/2023,136,4219LH,Z00000004219LH                            g,"Harrison, Lennox",02/22/2023,136,4219LH,Z00000004219LH                            g,"Harrison, Lennox",02/22/2023,7,23887591500,23887591500                              `,HarvestHive AgriBusiness,1,84,87,6,17,Taxation,7,TAX,TAX,TAX,4,1,87,84,87,39,PREPARE,PREPARE,Preparation,1,1,1,1,1,1,1,02/22/2023,3205,4836,1,1.83,0,150,274.5,,,TRUE,1,Standard,TRUE,01/01/2079,0,0,0,0,,,Fixed Rate,799914,45,1120S,1120S,Taxation,799915,646,,,274.5,FALSE,FALSE,FALSE,1,Practice CS,120,1,2,3,4,5,6,7,8,9,10
5168,136,136,4219LH,Z00000004219LH                            g,"Harrison, Lennox",02/23/2023,136,4219LH,Z00000004219LH                            g,"Harrison, Lennox",02/23/2023,136,4219LH,Z00000004219LH                            g,"Harrison, Lennox",02/23/2023,7,23887591500,23887591500                              `,HarvestHive AgriBusiness,1,84,87,6,17,Taxation,7,TAX,TAX,TAX,4,1,87,84,87,39,PREPARE,PREPARE,Preparation,1,1,1,1,1,1,1,02/23/2023,3509,7910,1,1.34,0,150,201,,,TRUE,1,Standard,TRUE,01/01/2079,0,0,0,0,,,Fixed Rate,799914,45,1120S,1120S,Taxation,799915,646,,,201,FALSE,FALSE,FALSE,1,Practice CS,120,1,2,3,4,5,6,7,8,9,10
5169,136,136,4219LH,Z00000004219LH                            g,"Harrison, Lennox",02/08/2023,136,4219LH,Z00000004219LH                            g,"Harrison, Lennox",02/08/2023,136,4219LH,Z00000004219LH                            g,"Harrison, Lennox",02/08/2023,14,29405385000,29405385000                              `,VistaVogue Outlets,1,87,136,46,96,Taxation,14,TAX,TAX,TAX,4,1,136,87,136,40,REVIEW,REVIEW,Reviewing,1,1,1,1,1,1,1,02/08/2023,2905,4101,1,0.42,0,150,63,,,TRUE,1,Standard,TRUE,01/01/2079,0,0,0,0,,,Fixed Rate,782396,357,1065,1065,Taxation,782398,614,,,63,FALSE,FALSE,FALSE,1,Practice CS,120,1,2,3,4,5,6,7,8,9,10
5170,136,136,4219LH,Z00000004219LH                            g,"Harrison, Lennox",01/30/2023,136,4219LH,Z00000004219LH                            g,"Harrison, Lennox",01/30/2023,136,4219LH,Z00000004219LH                            g,"Harrison, Lennox",01/30/2023,5,34283535000,34283535000                              `,HorizonBank Corp,1,84,87,6,15,Taxation,5,TAX,TAX,TAX,4,1,87,84,87,39,PREPARE,PREPARE,Preparation,1,1,1,1,1,1,1,01/30/2023,9338,7237,1,0.83,0,150,124.5,,,TRUE,1,Standard,TRUE,01/01/2079,0,0,0,0,,,Fixed Rate,780944,351,1065,1065,Taxation,780945,469,,,124.5,FALSE,FALSE,FALSE,1,Practice CS,120,1,2,3,4,5,6,7,8,9,10
5171,136,136,4219LH,Z00000004219LH                            g,"Harrison, Lennox",02/10/2023,136,4219LH,Z00000004219LH                            g,"Harrison, Lennox",02/10/2023,136,4219LH,Z00000004219LH                            g,"Harrison, Lennox",02/10/2023,6,30923067000,30923067000                              `,MarketMingle Stores,1,84,87,6,19,Outsourced CFO,6,OCFO,OCFO,OCFO,1,1,87,84,87,39,PREPARE,PREPARE,Preparation,1,1,1,1,1,1,1,02/10/2023,7507,3393,1,0.17,0,150,25.5,,,TRUE,1,Standard,TRUE,01/01/2079,0,0,0,0,,,Fixed Rate,772355,58,COMPNODISC,COMPNODISC,Outsourced CFO,772356,652,,,25.5,FALSE,FALSE,FALSE,1,Practice CS,120,1,2,3,4,5,6,7,8,9,10
5172,136,136,4219LH,Z00000004219LH                            g,"Harrison, Lennox",02/23/2023,136,4219LH,Z00000004219LH                            g,"Harrison, Lennox",02/23/2023,136,4219LH,Z00000004219LH                            g,"Harrison, Lennox",02/23/2023,6,30923067000,30923067000                              `,MarketMingle Stores,1,84,87,6,19,Outsourced CFO,6,OCFO,OCFO,OCFO,1,1,87,84,87,39,PREPARE,PREPARE,Preparation,1,1,1,1,1,1,1,02/23/2023,2752,8467,1,3.75,0,150,562.5,,,TRUE,1,Standard,TRUE,01/01/2079,0,0,0,0,,,Fixed Rate,772355,58,COMPNODISC,COMPNODISC,Outsourced CFO,772356,652,,,562.5,FALSE,FALSE,FALSE,1,Practice CS,120,1,2,3,4,5,6,7,8,9,10
5173,136,136,4219LH,Z00000004219LH                            g,"Harrison, Lennox",02/28/2023,136,4219LH,Z00000004219LH                            g,"Harrison, Lennox",02/28/2023,136,4219LH,Z00000004219LH                            g,"Harrison, Lennox",02/28/2023,6,30923067000,30923067000                              `,MarketMingle Stores,1,84,87,6,19,Outsourced CFO,6,OCFO,OCFO,OCFO,1,1,87,84,87,39,PREPARE,PREPARE,Preparation,1,1,1,1,1,1,1,02/28/2023,3469,4201,1,0.42,0,150,63,,,TRUE,1,Standard,TRUE,01/01/2079,0,0,0,0,,,Fixed Rate,772355,58,COMPNODISC,COMPNODISC,Outsourced CFO,772356,652,,,63,FALSE,FALSE,FALSE,1,Practice CS,120,1,2,3,4,5,6,7,8,9,10
5174,136,136,4219LH,Z00000004219LH                            g,"Harrison, Lennox",03/03/2023,136,4219LH,Z00000004219LH                            g,"Harrison, Lennox",03/03/2023,136,4219LH,Z00000004219LH                            g,"Harrison, Lennox",03/03/2023,6,30923067000,30923067000                              `,MarketMingle Stores,1,84,87,6,19,Outsourced CFO,6,OCFO,OCFO,OCFO,1,1,87,84,87,39,PREPARE,PREPARE,Preparation,1,1,1,1,1,1,1,03/03/2023,7706,2600,1,0.5,0,150,75,,,TRUE,1,Standard,TRUE,01/01/2079,0,0,0,0,,,Fixed Rate,772355,58,COMPNODISC,COMPNODISC,Outsourced CFO,772356,652,,,75,FALSE,FALSE,FALSE,1,Practice CS,120,1,2,3,4,5,6,7,8,9,10
5175,136,136,4219LH,Z00000004219LH                            g,"Harrison, Lennox",02/15/2023,136,4219LH,Z00000004219LH                            g,"Harrison, Lennox",02/15/2023,136,4219LH,Z00000004219LH                            g,"Harrison, Lennox",02/15/2023,6,30923067000,30923067000                              `,MarketMingle Stores,1,84,87,6,19,Outsourced CFO,6,OCFO,OCFO,OCFO,1,1,87,84,87,39,PREPARE,PREPARE,Preparation,1,1,1,1,1,1,1,02/15/2023,6281,3895,1,0.67,0,150,100.5,,,TRUE,1,Standard,TRUE,01/01/2079,0,0,0,0,,,Fixed Rate,772355,58,COMPNODISC,COMPNODISC,Outsourced CFO,772356,652,,,100.5,FALSE,FALSE,FALSE,1,Practice CS,120,1,2,3,4,5,6,7,8,9,10
5176,136,136,4219LH,Z00000004219LH                            g,"Harrison, Lennox",02/22/2023,136,4219LH,Z00000004219LH                            g,"Harrison, Lennox",02/22/2023,136,4219LH,Z00000004219LH                            g,"Harrison, Lennox",02/22/2023,6,30923067000,30923067000                              `,MarketMingle Stores,1,84,87,6,19,Outsourced CFO,6,OCFO,OCFO,OCFO,1,1,87,84,87,39,PREPARE,PREPARE,Preparation,1,1,1,1,1,1,1,02/22/2023,9331,9359,1,0.42,0,150,63,,,TRUE,1,Standard,TRUE,01/01/2079,0,0,0,0,,,Fixed Rate,772355,58,COMPNODISC,COMPNODISC,Outsourced CFO,772356,652,,,63,FALSE,FALSE,FALSE,1,Practice CS,120,1,2,3,4,5,6,7,8,9,10
5177,136,136,4219LH,Z00000004219LH                            g,"Harrison, Lennox",03/22/2023,136,4219LH,Z00000004219LH                            g,"Harrison, Lennox",03/22/2023,136,4219LH,Z00000004219LH                            g,"Harrison, Lennox",03/22/2023,26,25984038000,25984038000                              `,FutureFocus Group,1,71,137,6,32,Taxation,26,TAX,TAX,TAX,4,1,137,71,137,39,PREPARE,PREPARE,Preparation,1,1,1,1,1,1,1,03/22/2023,5602,5322,1,1.75,0,150,262.5,,,TRUE,1,Standard,TRUE,01/01/2079,0,0,0,0,,,Fixed Rate,783892,353,1065,1065,Taxation,783893,569,,,262.5,FALSE,FALSE,FALSE,1,Practice CS,120,1,2,3,4,5,6,7,8,9,10
