task_KEY,update__staff_KEY,project_KEY,project__project_number,project__description,project__priority_KEY,project_template__project_template_id,project_template__project_template_id_sortable,engagement__client_KEY,client__client_id,client__client_id_sortable,client__description,engagement_KEY,completion_order,task_order_description,activity_KEY,activity__activity_id,activity__activity_id_sortable,activity__description,activity__activity_method_KEY,staff_KEY,staff__staff_id,staff__staff_id_sortable,staff__description,tracking_description_KEY,tracking_description__description,budgeted_hours,budgeted_hours_variance,is_over_budgeted_hours,stored_budgeted_amount,calculated_budgeted_amount,target_start_date,target_complete_date,actual_start_date,actual_complete_date,target,completion_event,comments,task_template_KEY,solution_type_name,completion_event_recorded_date_utc,task_number,project_template_KEY,posted_actual_hours,posted_actual_amount,live_actual_hours,live_actual_amount,remaining_hours_adjustment,remaining_hours_adjustment_count,remaining_hours,has_remaining_hours_entries,schedule_item_KEY,ready,assigned_staff_list,assigned_staff_id_list,budgeted_amount_is_calculated,description,budgeted_amount,budgeted_amount_variance,is_over_budgeted_amount
512,97,63,10063,Accounting,999,VPACCOUNTIN,VPACCOUNTIN,26,25984038000,25984038000                              `,FutureFocus Group,101,2,2: Acctgpayable,16,ACCTGPAYABLE,ACCTGPAYABLE,Accounts payable services,1,97,2574DW,2574DW,"Wang, Daisy",997,Started,8.88,2.79,False,958.2,888,45292,45292,45114,,,,,47,Creative Solutions Accounting,44958.3962,436502,1571,6.09,611.25,6.09,611.25,0,0,2.79,False,824825,False,"Wang, Daisy",2574DW,False,Acctgpayable,958.2,346.95,False
513,136,46,10046,Taxation,999,1120S,1120S,6,30923067000,30923067000                              `,MarketMingle Stores,16,1,1: Prepare,39,PREPARE,PREPARE,Preparation,1,3,4686CD,4686CD,"Dennis, Carol",997,Started,5,-6.36,True,625,625,45000,45000,44956,,,,,18,2021 UltraTax CS,44895.59649,424243,106,11.36,1546.25,11.36,1546.25,0,0,-6.36,False,800155,True,"Dennis, Carol",4686CD,True,Prepare,625,-921.25,True
514,61,36,10036,Taxation,999,1120S,1120S,11,37285951500,37285951500                              `,TrustTide Banking,63,1,1: Prepare,39,PREPARE,PREPARE,Preparation,1,94,4081OL,4081OL,"Lowe, Otis",999,Completed,5,0.15,False,850,850,43539,43539,43497,43646,,,,18,2018 UltraTax CS,43434.41313,210848,106,4.85,520,4.85,520,0,0,0.15,False,437918,False,"Lowe, Otis",4081OL,True,Prepare,850,330,False
515,107,37,10037,Taxation,999,1120S,1120S,7,23887591500,23887591500                              `,HarvestHive AgriBusiness,17,1,1: Prepare,39,PREPARE,PREPARE,Preparation,1,79,2156OH,2156OH,"Hardin, Olly",999,Completed,5,-19.05,True,1000,1000,43905,43905,43875,43896,,,,18,2018 UltraTax CS,43801.69096,249402,106,24.05,2637.5,24.05,2637.5,0,0,-19.05,False,532480,False,"Hardin, Olly",2156OH,True,Prepare,1000,-1637.5,True
516,46,63,10063,Accounting,999,VPACCOUNTIN,VPACCOUNTIN,26,25984038000,25984038000                              `,FutureFocus Group,101,6,6: ,,,,,,63,4463AP,4463AP,"Phelps, Adele",997,Started,0.54,-0.46,True,145,0,45292,45292,45302,,,,,50,Other,44958.3962,436506,1571,1,0,1,0,0,0,-0.46,False,824829,False,"Phelps, Adele",4463AP,False,,145,145,False
517,70,87,10087,Taxation,999,1040,1040,9,40459066500,40459066500                              `,FreshFinds Marketplace,35,3,3: Other,41,OTHER,OTHER,Other Activity,1,70,3321MC,3321MC,"Cook, Milo",997,Started,0,-0.9,True,0,0,45033,45033,45020,,,,,10,2021 UltraTax CS,44897.5775,430181,56,0.9,262,0.9,262,0,0,-0.9,False,815038,False,"Cook, Milo",3321MC,False,Other,0,-262,True
518,87,344,10344,Taxation,999,1065,1065,14,29405385000,29405385000                              `,VistaVogue Outlets,96,3,3: Other,41,OTHER,OTHER,Other Activity,1,87,2505CC,2505CC,"Campos, Ciara",997,Started,0.25,-0.16,True,41.25,41.25,45366,45366,45351,,,,,16,2022 UltraTax CS,45231.68642,467998,59,0.41,67.65,0.41,67.65,0,0,-0.16,False,907761,False,"Campos, Ciara",2505CC,True,Other,41.25,-26.4,True
519,61,305,10305,Taxation,999,1040,1040,1,38684554500,38684554500                              `,LedgerLogic Accounting,76,1,1: Prepare,39,PREPARE,PREPARE,Preparation,1,94,4081OL,4081OL,"Lowe, Otis",999,Completed,3,0.3,False,285,285,41744,41744,41730,41758,,,,8,2012 UltraTax CS,41411.91346,7174,56,2.7,309,2.7,309,0,0,0.3,False,9633,False,"Lowe, Otis",4081OL,True,Prepare,285,-24,True
520,87,349,10349,Taxation,999,1065,1065,25,20616853500,20616853500                              `,PeakPinnacle Bank,95,3,3: Other,41,OTHER,OTHER,Other Activity,1,87,2505CC,2505CC,"Campos, Ciara",997,Started,0.25,0.19,False,41.25,41.25,45366,45366,45332,,,,,16,2022 UltraTax CS,45231.93015,469651,59,0.06,9.9,0.06,9.9,0,0,0.19,False,909970,False,"Campos, Ciara",2505CC,True,Other,41.25,31.35,False
521,133,58,10058,Outsourced CFO,999,COMPNODISC,COMPNODISC,6,30923067000,30923067000                              `,MarketMingle Stores,19,3,3: Other,41,OTHER,OTHER,Other Activity,1,102,2952NF,2952NF,"Frost, Nikita",997,Started,3,2,False,420,420,45016,45016,45008,,,,,22,Other,44834.33389,409720,99,1,165,1,165,0,0,2,False,772358,False,"Frost, Nikita",2952NF,True,Other,420,255,False
522,61,305,10305,Taxation,999,1040,1040,1,38684554500,38684554500                              `,LedgerLogic Accounting,76,2,2: Review,40,REVIEW,REVIEW,Reviewing,1,76,4337JW,4337JW,"Ward, Jaime",999,Completed,0.5,0.3,False,0,65,41744,41744,41758,41758,,,,9,2012 UltraTax CS,41411.91346,7175,56,0.2,50,0.2,50,0,0,0.3,False,9634,False,"Ward, Jaime",4337JW,True,Review,0,-50,True
523,94,352,10352,Taxation,999,1065,1065,4,27956983500,27956983500                              `,WealthWave Advisors,77,2,2: Review,40,REVIEW,REVIEW,Reviewing,1,101,2776SL,2776SL,"Lozano, Sinead",997,Started,0.5,-9,True,125,125,45000,45000,44977,,,,,15,2021 UltraTax CS,44865.33889,416087,59,9.5,2385,9.5,2385,0,0,-9,False,780982,False,"Lozano, Sinead",2776SL,True,Review,125,-2260,True
524,129,89,10089,Taxation,999,TAXAMENDTR,TAXAMENDTR,14,29405385000,29405385000                              `,VistaVogue Outlets,96,1,1: Prepare,39,PREPARE,PREPARE,Preparation,1,129,4989MW,4989MW,"Weaver, Mathew",997,Started,1,-0.17,True,0,100,44928,44928,44853,,,,,11,2021 UltraTax CS,44851.87958,415138,57,1.17,117,1.17,117,0,0,-0.17,False,779576,True,"Weaver, Mathew",4989MW,True,Prepare,100,-17,True
525,148,328,10328,Taxation,999,1040,1040,20,23346687000,23346687000                              `,GreenSprout Ventures,33,3,3: Other,41,OTHER,OTHER,Other Activity,1,18,3789KR,3789KR,"Russell, Keenan",997,Started,0.25,0.16,False,37.5,37.5,45397,45397,45364,,,,,10,2022 UltraTax CS,45202.62416,461756,56,0.09,9.9,0.09,9.9,0,0,0.16,False,888151,False,"Russell, Keenan",3789KR,True,Other,37.5,27.6,False
526,61,315,10315,Taxation,999,1040,1040,9,40459066500,40459066500                              `,FreshFinds Marketplace,35,2,2: Review,40,REVIEW,REVIEW,Reviewing,1,70,3321MC,3321MC,"Cook, Milo",999,Completed,0.5,-0.15,True,170,170,43570,43570,43511,43646,,,,9,2017 UltraTax CS,43404.66381,203256,56,0.65,201.5,0.65,201.5,0,0,-0.15,False,426665,False,"Cook, Milo",3321MC,True,Review,170,-31.5,True
527,61,325,10325,Taxation,999,1065,1065,4,27956983500,27956983500                              `,WealthWave Advisors,77,2,2: Review,40,REVIEW,REVIEW,Reviewing,1,101,2776SL,2776SL,"Lozano, Sinead",999,Completed,0.5,-0.65,True,95,95,42475,42475,42412,42520,,,,15,2015 UltraTax CS,42369.48042,99202,59,1.15,209.5,1.15,209.5,0,0,-0.65,False,201204,False,"Lozano, Sinead",2776SL,True,Review,95,-114.5,True
528,87,348,10348,Taxation,999,1065,1065,24,24744118500,24744118500                              `,NextGen Wealth Management,11,2,2: Review,40,REVIEW,REVIEW,Reviewing,1,76,4337JW,4337JW,"Ward, Jaime",997,Started,0.5,-0.1,True,150,150,45366,45366,45362,,,,,15,2022 UltraTax CS,45231.70747,469119,59,0.6,99,0.6,99,0,0,-0.1,False,909256,False,"Ward, Jaime",4337JW,True,Review,150,51,False
529,113,69,10069,Accounting,999,VPACCOUNTIN,VPACCOUNTIN,14,29405385000,29405385000                              `,VistaVogue Outlets,99,6,6: ,,,,,,113,4545LB,4545LB,"Brock, Laurie",997,Started,1.7,1.1,False,327.5,0,45292,45292,45307,,,,,50,Other,44958.39263,436340,1571,0.6,240,0.6,240,0,0,1.1,False,824589,False,"Brock, Laurie",4545LB,False,,327.5,87.5,False
530,44,87,10087,Taxation,999,1040,1040,9,40459066500,40459066500                              `,FreshFinds Marketplace,35,1,1: Prepare,39,PREPARE,PREPARE,Preparation,1,71,4193AB,4193AB,"Beasley, Anya",997,Started,7.6,2.13,False,1273.75,2660,45033,45033,45007,,,,,8,2021 UltraTax CS,44897.5775,430179,56,5.47,830.25,5.47,830.25,0,0,2.13,False,815036,True,"Beasley, Anya",4193AB,False,Prepare,1273.75,443.5,False
531,100,76,10076,Taxation,999,1040,1040,2,35062011000,35062011000                              `,UnityVault Bank,13,1,1: Prepare,39,PREPARE,PREPARE,Preparation,1,76,4337JW,4337JW,"Ward, Jaime",997,Started,6.97,3.41,False,722.85,2091,45397,45397,45344,,,,,8,2022 UltraTax CS,45260.65525,477040,56,3.56,534,3.56,534,0,0,3.41,False,939219,True,"Ward, Jaime",4337JW,False,Prepare,722.85,188.85,False
532,61,33,10033,Accounting,999,ACCOUNTING,ACCOUNTING,1,38684554500,38684554500                              `,LedgerLogic Accounting,93,1,1: Prepare,39,PREPARE,PREPARE,Preparation,1,94,4081OL,4081OL,"Lowe, Otis",999,Completed,5,3.6,False,750,750,43465,43465,43404,43505,,,,5,Creative Solutions Accounting,43111.53906,175871,81,1.4,186,1.4,186,0,0,3.6,False,370828,False,"Lowe, Otis",4081OL,True,Prepare,750,564,False
533,40,90,10090,Taxation,999,TAXAMENDTR,TAXAMENDTR,23,25616209500,25616209500                              `,BrightFutures Finance,84,1,1: Prepare,39,PREPARE,PREPARE,Preparation,1,40,3692JH,3692JH,"Harrington, John",997,Started,1,0.5,False,0,150,44928,44928,44909,,,,,11,2021 UltraTax CS,44909.77921,432124,57,0.5,75,0.5,75,0,0,0.5,False,817746,True,"Harrington, John",3692JH,True,Prepare,150,75,False
534,61,310,10310,Taxation,999,1040,1040,1,38684554500,38684554500                              `,LedgerLogic Accounting,76,2,2: Review,40,REVIEW,REVIEW,Reviewing,1,76,4337JW,4337JW,"Ward, Jaime",999,Completed,0.5,-0.7,True,90,90,42475,42475,42467,42520,,,,9,2015 UltraTax CS,42338.4456,89137,56,1.2,216,1.2,216,0,0,-0.7,False,177216,False,"Ward, Jaime",4337JW,True,Review,90,-126,True
535,41,54,10054,Taxation,999,1120S,1120S,19,26265427500,26265427500                              `,BrightHorizon Enterprises,10,1,1: Prepare,39,PREPARE,PREPARE,Preparation,1,20,4501CH,4501CH,"Harmon, Cecily",997,Started,5,-2.33,True,500,500,45000,45000,44945,,,,,18,2021 UltraTax CS,44895.61066,425560,106,7.33,1017.45,7.33,1017.45,0,0,-2.33,False,802239,True,"Harmon, Cecily",4501CH,True,Prepare,500,-517.45,True
536,61,4,10004,Taxation,999,1120S,1120S,6,30923067000,30923067000                              `,MarketMingle Stores,16,1,1: Prepare,39,PREPARE,PREPARE,Preparation,1,3,4686CD,4686CD,"Dennis, Carol",999,Completed,5,-2.2,True,450,625,41897,41897,41645,41758,,,,18,2012 UltraTax CS,41411.97296,11134,106,7.2,948,7.2,948,0,0,-2.2,False,14914,False,"Dennis, Carol",4686CD,True,Prepare,450,-498,True
537,87,351,10351,Taxation,999,1065,1065,5,34283535000,34283535000                              `,HorizonBank Corp,15,2,2: Review,40,REVIEW,REVIEW,Reviewing,1,75,2247RM,2247RM,"Mccoy, Ridwan",997,Started,0.5,-4.79,True,225,225,45000,45000,44963,,,,,15,2021 UltraTax CS,44865.33868,416060,59,5.29,884.95,5.29,884.95,0,0,-4.79,False,780946,False,"Mccoy, Ridwan",2247RM,True,Review,225,-659.95,True
538,87,340,10340,Taxation,999,1065,1065,5,34283535000,34283535000                              `,HorizonBank Corp,15,2,2: Review,40,REVIEW,REVIEW,Reviewing,1,75,2247RM,2247RM,"Mccoy, Ridwan",997,Started,0.5,-0.86,True,250,250,45366,45366,45360,,,,,15,2022 UltraTax CS,45230.34031,465967,59,1.36,224.4,1.36,224.4,0,0,-0.86,False,894213,False,"Mccoy, Ridwan",2247RM,True,Review,250,25.6,False
539,109,360,10360,Taxation,999,1065,1065,17,20971824000,20971824000                              `,FarmForward Innovations,24,2,2: Review,40,REVIEW,REVIEW,Reviewing,1,78,4152DB,4152DB,"Buchanan, Diane",997,Started,0.5,-0.85,True,125,125,45000,45000,44971,,,,,15,2021 UltraTax CS,44865.35587,418286,59,1.35,278.75,1.35,278.75,0,0,-0.85,False,783914,False,"Buchanan, Diane",4152DB,True,Review,125,-153.75,True
540,103,333,10333,Taxation,999,TAXPLAN,TAXPLAN,13,28361139000,28361139000                              `,PrimePulse Accountancy,36,2,2: Taxplan,5,TAXPLAN,TAXPLAN,Tax planning,1,103,2448SR,2448SR,"Rios, Sara",997,Started,0.5,-4.75,True,0,125,45289,45289,45225,,,,,34,2022 UltraTax CS,45225.72733,465181,208,5.25,1487.5,5.25,1487.5,0,0,-4.75,False,893073,False,"Rios, Sara",2448SR,True,Taxplan,125,-1362.5,True
541,61,15,10015,Outsourced CFO,999,COMPNODISC,COMPNODISC,6,30923067000,30923067000                              `,MarketMingle Stores,19,2,2: Review,40,REVIEW,REVIEW,Reviewing,1,75,2247RM,2247RM,"Mccoy, Ridwan",999,Completed,2,-8.3,True,570,570,43190,43190,43140,43465,,,,21,Creative Solutions Accounting,43008.3367,155737,99,10.3,2040,10.3,2040,0,0,-8.3,False,324195,False,"Mccoy, Ridwan",2247RM,True,Review,570,-1470,True
542,138,82,10082,Taxation,999,1040,1040,3,35909826000,35909826000                              `,SeedlingSuccess Agritech,14,3,3: Other,41,OTHER,OTHER,Other Activity,1,59,3310EM,3310EM,"Moran, Eric",997,Started,0,-0.08,True,0,0,45033,45033,45231,,,,,10,2021 UltraTax CS,44897.56587,428942,56,0.08,10,0.08,10,0,0,-0.08,False,813386,False,"Moran, Eric",3310EM,False,Other,0,-10,True
543,87,76,10076,Taxation,999,1040,1040,2,35062011000,35062011000                              `,UnityVault Bank,13,3,3: Other,41,OTHER,OTHER,Other Activity,1,51,3476NB,3476NB,"Bartlett, Nicola",997,Started,0.08,-0.06,True,10,10.4,45397,45397,45343,,,,,10,2022 UltraTax CS,45260.65525,477042,56,0.14,23.1,0.14,23.1,0,0,-0.06,False,939221,False,"Bartlett, Nicola",3476NB,False,Other,10,-13.1,True
544,140,331,10331,Taxation,999,1040,1040,27,40922701500,40922701500                              `,BalanceBeam Financials,4,1,1: Prepare,39,PREPARE,PREPARE,Preparation,1,140,4074LH,4074LH,"Holloway, Lorenzo",997,Started,3,2.42,False,0,300,45033,45033,45016,,,,,8,2022 UltraTax CS,45013.78976,450908,56,0.58,58,0.58,58,0,0,2.42,False,845095,True,"Holloway, Lorenzo",4074LH,True,Prepare,300,242,False
545,61,311,10311,Taxation,999,1040,1040,10,32626342500,32626342500                              `,SummitStone Financial,18,1,1: Prepare,39,PREPARE,PREPARE,Preparation,1,76,4337JW,4337JW,"Ward, Jaime",999,Completed,3,-2.1,True,540,540,42475,42475,42454,42520,,,,8,2015 UltraTax CS,42453.90086,113866,56,5.1,738,5.1,738,0,0,-2.1,False,225892,False,"Ward, Jaime",4337JW,True,Prepare,540,-198,True
546,129,81,10081,Taxation,999,1040,1040,13,28361139000,28361139000                              `,PrimePulse Accountancy,36,1,1: Prepare,39,PREPARE,PREPARE,Preparation,1,71,4193AB,4193AB,"Beasley, Anya",997,Started,14.8,6,False,2239,5180,45033,45033,44907,,,,,8,2021 UltraTax CS,44897.56179,428502,56,8.8,1348.5,8.8,1348.5,0,0,6,False,812800,True,"Beasley, Anya",4193AB,False,Prepare,2239,890.5,False
547,87,355,10355,Taxation,999,1065,1065,25,20616853500,20616853500                              `,PeakPinnacle Bank,95,1,1: Prepare,39,PREPARE,PREPARE,Preparation,1,58,2994LL,2994LL,"Levy, Leroy",997,Started,3,1.81,False,525,525,45000,45000,44963,,,,,14,2021 UltraTax CS,44865.3622,419113,59,1.19,158,1.19,158,0,0,1.81,False,785017,True,"Levy, Leroy",2994LL,True,Prepare,525,367,False
548,84,364,10364,Taxation,999,1120S,1120S,22,22422573000,22422573000                              `,InfinityItems Retail,8,1,1: Prepare,39,PREPARE,PREPARE,Preparation,1,104,3121OT,3121OT,"Tran, Osian",998,Cancelled,5,4.05,False,625,625,44635,44635,44588,,,,,18,2020 UltraTax CS,44530.51425,381570,106,0.95,102.5,0.95,102.5,0,0,4.05,False,732237,False,"Tran, Osian",3121OT,True,Prepare,625,522.5,False
549,107,39,10039,Taxation,999,1120S,1120S,11,37285951500,37285951500                              `,TrustTide Banking,63,2,2: Review,40,REVIEW,REVIEW,Reviewing,1,70,3321MC,3321MC,"Cook, Milo",999,Completed,0.75,-0.5,True,255,255,43905,43905,43885,43893,,,,19,2018 UltraTax CS,43801.71222,251816,106,1.25,250,1.25,250,0,0,-0.5,False,535704,False,"Cook, Milo",3321MC,True,Review,255,5,False
550,61,12,10012,Taxation,999,1040,1040,2,35062011000,35062011000                              `,UnityVault Bank,13,2,2: Review,40,REVIEW,REVIEW,Reviewing,1,75,2247RM,2247RM,"Mccoy, Ridwan",999,Completed,0.5,-3.85,True,100,100,41744,41744,41744,41758,,,,9,2012 UltraTax CS,41411.91047,6278,56,4.35,768.5,4.35,768.5,0,0,-3.85,False,8438,False,"Mccoy, Ridwan",2247RM,True,Review,100,-668.5,True
551,61,311,10311,Taxation,999,1040,1040,10,32626342500,32626342500                              `,SummitStone Financial,18,2,2: Review,40,REVIEW,REVIEW,Reviewing,1,76,4337JW,4337JW,"Ward, Jaime",999,Completed,0.5,-2.8,True,90,90,42475,42475,42464,42520,,,,9,2015 UltraTax CS,42453.90086,113867,56,3.3,601.5,3.3,601.5,0,0,-2.8,False,225893,False,"Ward, Jaime",4337JW,True,Review,90,-511.5,True
552,71,74,10074,Taxation,999,1040,1040,13,28361139000,28361139000                              `,PrimePulse Accountancy,36,2,2: Review,40,REVIEW,REVIEW,Reviewing,1,71,4193AB,4193AB,"Beasley, Anya",997,Started,1.25,0.75,False,343.75,450,45397,45397,45359,,,,,9,2022 UltraTax CS,45260.65031,476612,56,0.5,180,0.5,180,0,0,0.75,False,938648,False,"Beasley, Anya",4193AB,False,Review,343.75,163.75,False
553,103,331,10331,Taxation,999,1040,1040,27,40922701500,40922701500                              `,BalanceBeam Financials,4,2,2: Review,40,REVIEW,REVIEW,Reviewing,1,103,2448SR,2448SR,"Rios, Sara",997,Started,0.5,0.25,False,0,112.5,45033,45033,45020,,,,,9,2022 UltraTax CS,45013.78976,450909,56,0.25,56.25,0.25,56.25,0,0,0.25,False,845101,False,"Rios, Sara",2448SR,True,Review,112.5,56.25,False
554,147,94,10094,Accounting,999,VPACCOUNTIN,VPACCOUNTIN,25,20616853500,20616853500                              `,PeakPinnacle Bank,98,6,6: ,,,,,,147,2868PD,2868PD,"Dale, Patricia",997,Started,0,-0.27,True,0,0,45292,45292,45300,,,,,50,Other,45085.66392,454216,1571,0.27,120,0.27,120,0,0,-0.27,False,854612,False,"Dale, Patricia",2868PD,True,,0,-120,True
555,70,358,10358,Taxation,999,1065,1065,21,30804892500,30804892500                              `,InsightfulAccounts,34,3,3: Other,41,OTHER,OTHER,Other Activity,1,70,3321MC,3321MC,"Cook, Milo",997,Started,0.25,-1.5,True,100,100,45000,45000,45020,,,,,16,2021 UltraTax CS,44865.34799,417270,59,1.75,775,1.75,775,0,0,-1.5,False,782559,False,"Cook, Milo",3321MC,True,Other,100,-675,True
556,144,339,10339,Taxation,999,1065F,1065F,23,25616209500,25616209500                              `,BrightFutures Finance,84,1,1: Prepare,39,PREPARE,PREPARE,Preparation,1,57,3373NR,3373NR,"Rios, Nate",997,Started,3,0,False,555,555,45352,45352,45356,,,,,37,2022 UltraTax CS,45231.34124,467783,237,3,435,3,435,0,0,0,False,902928,True,"Rios, Nate",3373NR,True,Prepare,555,120,False
557,71,87,10087,Taxation,999,1040,1040,9,40459066500,40459066500                              `,FreshFinds Marketplace,35,2,2: Review,40,REVIEW,REVIEW,Reviewing,1,70,3321MC,3321MC,"Cook, Milo",997,Started,3.25,3,False,881.25,1300,45033,45033,44965,,,,,9,2021 UltraTax CS,44897.5775,430180,56,0.25,87.5,0.25,87.5,0,0,3,False,815037,False,"Cook, Milo",3321MC,False,Review,881.25,793.75,False
558,71,358,10358,Taxation,999,1065,1065,21,30804892500,30804892500                              `,InsightfulAccounts,34,2,2: Review,40,REVIEW,REVIEW,Reviewing,1,70,3321MC,3321MC,"Cook, Milo",997,Started,0.5,-2.85,True,200,200,45000,45000,44942,,,,,15,2021 UltraTax CS,44865.34799,417269,59,3.35,953.75,3.35,953.75,0,0,-2.85,False,782558,False,"Cook, Milo",3321MC,True,Review,200,-753.75,True
559,87,56,10056,Taxation,999,1120S,1120S,19,26265427500,26265427500                              `,BrightHorizon Enterprises,10,1,1: Prepare,39,PREPARE,PREPARE,Preparation,1,20,4501CH,4501CH,"Harmon, Cecily",997,Started,5,1.23,False,500,500,45366,45366,45315,,,,,18,2023 UltraTax CS,45260.70597,481375,106,3.77,478.05,3.77,478.05,0,0,1.23,False,945007,True,"Harmon, Cecily",4501CH,True,Prepare,500,21.95,False
560,41,47,10047,Taxation,999,1120S,1120S,12,25103704500,25103704500                              `,ProsperPath Investments,12,1,1: Prepare,39,PREPARE,PREPARE,Preparation,1,84,4380LH,4380LH,"Heath, Luis",997,Started,5,-10.71,True,925,925,45000,45000,44953,,,,,18,2021 UltraTax CS,44895.61068,425563,106,15.71,1992.25,15.71,1992.25,0,0,-10.71,False,802243,True,"Heath, Luis",4380LH,True,Prepare,925,-1067.25,True
561,61,313,10313,Taxation,999,1040,1040,1,38684554500,38684554500                              `,LedgerLogic Accounting,76,3,3: Other,41,OTHER,OTHER,Other Activity,1,59,3310EM,3310EM,"Moran, Eric",999,Completed,0.25,-0.5,True,32.5,32.5,43570,43570,43532,43646,,,,10,2017 UltraTax CS,43404.61998,200982,56,0.75,75,0.75,75,0,0,-0.5,False,422252,False,"Moran, Eric",3310EM,True,Other,32.5,-42.5,True
562,143,84,10084,Taxation,999,1040,1040,1,38684554500,38684554500                              `,LedgerLogic Accounting,76,1,1: Prepare,39,PREPARE,PREPARE,Preparation,1,94,4081OL,4081OL,"Lowe, Otis",997,Started,11.65,1.32,False,1398,2621.25,45033,45033,45016,,,,,8,2021 UltraTax CS,44897.56919,429297,56,10.33,1318,10.33,1318,0,0,1.32,False,813860,True,"Lowe, Otis",4081OL,False,Prepare,1398,80,False
563,61,10,10010,Taxation,999,1065,1065,5,34283535000,34283535000                              `,HorizonBank Corp,15,1,1: Prepare,39,PREPARE,PREPARE,Preparation,1,75,2247RM,2247RM,"Mccoy, Ridwan",999,Completed,3,-7.15,True,600,600,41744,41744,41454,41758,,,,14,2012 UltraTax CS,41411.98178,12670,59,10.15,1394,10.15,1394,0,0,-7.15,False,16962,False,"Mccoy, Ridwan",2247RM,True,Prepare,600,-794,True
564,138,343,10343,Taxation,999,1065,1065,21,30804892500,30804892500                              `,InsightfulAccounts,34,1,1: Prepare,39,PREPARE,PREPARE,Preparation,1,107,3746HM,3746HM,"Mclean, Haydn",997,Started,3,-4.04,True,390,390,45366,45366,45320,,,,,14,2022 UltraTax CS,45231.68806,468089,59,7.04,880,7.04,880,0,0,-4.04,False,907883,True,"Mclean, Haydn",3746HM,True,Prepare,390,-490,True
565,150,342,10342,Taxation,999,1065,1065,26,25984038000,25984038000                              `,FutureFocus Group,32,1,1: Prepare,39,PREPARE,PREPARE,Preparation,1,86,4761HG,4761HG,"Garcia, Hermione",997,Started,3,0.2,False,675,675,45366,45366,45350,,,,,14,2022 UltraTax CS,45231.70359,468908,59,2.8,406.25,2.8,406.25,0,0,0.2,False,908975,True,"Garcia, Hermione",4761HG,True,Prepare,675,268.75,False
566,61,12,10012,Taxation,999,1040,1040,2,35062011000,35062011000                              `,UnityVault Bank,13,1,1: Prepare,39,PREPARE,PREPARE,Preparation,1,76,4337JW,4337JW,"Ward, Jaime",999,Completed,3,-2.3,True,390,390,41744,41744,41730,41758,,,,8,2012 UltraTax CS,41411.91047,6277,56,5.3,771.75,5.3,771.75,0,0,-2.3,False,8437,False,"Ward, Jaime",4337JW,True,Prepare,390,-381.75,True
567,61,10,10010,Taxation,999,1065,1065,5,34283535000,34283535000                              `,HorizonBank Corp,15,3,3: Other,41,OTHER,OTHER,Other Activity,1,75,2247RM,2247RM,"Mccoy, Ridwan",999,Completed,0.25,-0.05,True,50,50,41744,41744,41716,41758,,,,16,2012 UltraTax CS,41411.98178,12672,59,0.3,60,0.3,60,0,0,-0.05,False,16964,False,"Mccoy, Ridwan",2247RM,True,Other,50,-10,True
568,61,306,10306,Taxation,999,1040,1040,8,39481843500,39481843500                              `,UrbanTrend Retailers,64,1,1: Prepare,39,PREPARE,PREPARE,Preparation,1,7,2020LH,2020LH,"Hopkins, Lewys",999,Completed,3,-7.3,True,345,345,42475,42475,42451,42521,,,,8,2014 UltraTax CS,42326.75694,87027,56,10.3,1143.75,10.3,1143.75,0,0,-7.3,False,168707,False,"Hopkins, Lewys",2020LH,True,Prepare,345,-798.75,True
569,136,353,10353,Taxation,999,1065,1065,26,25984038000,25984038000                              `,FutureFocus Group,32,1,1: Prepare,39,PREPARE,PREPARE,Preparation,1,86,4761HG,4761HG,"Garcia, Hermione",997,Started,3,1.25,False,570,570,45000,45000,45007,,,,,14,2021 UltraTax CS,44865.35575,418270,59,1.75,262.5,1.75,262.5,0,0,1.25,False,783893,True,"Garcia, Hermione",4761HG,True,Prepare,570,307.5,False
570,130,345,10345,Taxation,999,1065,1065,15,22633971000,22633971000                              `,EcoYield Solutions,78,1,1: Prepare,39,PREPARE,PREPARE,Preparation,1,104,3121OT,3121OT,"Tran, Osian",997,Started,3,1,False,375,375,45366,45366,45334,,,,,14,2022 UltraTax CS,45231.70326,468890,59,2,262.5,2,262.5,0,0,1,False,908951,True,"Tran, Osian",3121OT,True,Prepare,375,112.5,False
571,116,81,10081,Taxation,999,1040,1040,13,28361139000,28361139000                              `,PrimePulse Accountancy,36,3,3: Other,41,OTHER,OTHER,Other Activity,1,59,3310EM,3310EM,"Moran, Eric",997,Started,4.75,0.85,False,765,855,45033,45033,45012,,,,,10,2021 UltraTax CS,44897.56179,428504,56,3.9,727,3.9,727,0,0,0.85,False,812802,False,"Moran, Eric",3310EM,False,Other,765,38,False
572,107,39,10039,Taxation,999,1120S,1120S,11,37285951500,37285951500                              `,TrustTide Banking,63,1,1: Prepare,39,PREPARE,PREPARE,Preparation,1,94,4081OL,4081OL,"Lowe, Otis",999,Completed,5,-0.7,True,850,850,43905,43905,43881,43893,,,,18,2018 UltraTax CS,43801.71222,251815,106,5.7,870,5.7,870,0,0,-0.7,False,535703,False,"Lowe, Otis",4081OL,True,Prepare,850,-20,True
